ACCOMMODATION_CANCEL_POLICY_FLEXSIBLE;"Cancellation Policy : Flexible"
ACCOMMODATION_BOOKING_DATE;"Booking Date"
ACCOMMODATION_NO_BOOKING_EXIST;"No booking exists"
ACCOMMODATION_IMPORT_EXPORT;"Import / Export"
ACCOMMODATION_PAY_AT_HOTEL;"Pay At Hotel"
ACCOMMODATION_ROOM_BED_NAME;"Bed Type Name"
ACCOMMODATION_ROOM_BUFFET_NAME;"Buffet Name"
ACCOMMODATION_ENTER_ROOM_TYPE_NAME_EXIST;"Room type name already exist"
ACCOMMODATION_ENTER_ROOM_BED_TYPE_NAME_EXIST;"Bed type name already exist"
ACCOMMODATION_ENTER_ROOM_BUFFET_NAME_EXIST;"Buffet name already exist"
ACCOMMODATION_ENTER_ROOM_BUFFET_NAME;"Please enter buffet name"
ACCOMMODATION_ENTER_ROOM_BED_TYPE_NAME;"Please enter bed type name"
ACCOMMODATION_ENTER_ROOM_TYPE_NAME;"Please enter room type name"
ACCOMMODATION_NO_ROOM_FOUND;"No room found"
ACCOMMODATION_HOT_ROOM;"Featured Room"
ACCOMMODATION_HOT_ACCOM;"Featured Accommodation"
ACCOMMODATION_REMOVE_HOT_ROOM;"Remove Featured List"
ACCOMMODATION_SEARCH_ROOMS;"Search Rooms"
ACCOMMODATION_ROOM_DEL_ERR_MSG;"Room list could not be deleted, try again"
ACCOMMODATION_ROOM_DEL_SUCC_MSG;"Room(s) successfully deleted"
ACCOMMODATION_TYPE_DELETED_MSG;"Accommodation type successfully deleted"
ACCOMMODATION_FACILITY_DELETED_MSG;"Accommodation amenity successfully deleted"
ACCOMMODATION_ROOM_TYPE_DELETED_MSG;"Room type has been deleted successfully"
ACCOMMODATION_ROOM_FACILITY_DELETED_MSG;"Room amenities has been deleted successfully"
ACCOMMODATION_ROOM_BED_TYPE_DELETED_MSG;"Room bed type successfully deleted"
ACCOMMODATION_ROOM_BUFFET_DELETED_MSG;"Room buffet successfully deleted"
ACCOMMODATION_TYPE_NOT_DELETED_MSG;"Accommodation type was not successfully deleted"
ACCOMMODATION_FACILITY_NOT_DELETED_MSG;"Accommodation was not amenity successfully deleted"
ACCOMMODATION_ROOM_TYPE_NOT_DELETED_MSG;"Room type was not successfully deleted"
ACCOMMODATION_ROOM_FACILITY_NOT_DELETED_MSG;"Room amenity was not successfully deleted"
ACCOMMODATION_ROOM_BED_TYPE_NOT_DELETED_MSG;"Room bed type was not successfully deleted"
ACCOMMODATION_ROOM_BUFFET_NOT_DELETED_MSG;"Room buffet was not successfully deleted"
ACCOMMODATION_ENTER_NAME;"Please enter accommodation name"
ACCOMMODATION_ENTER_VALID_NAME;"Please enter valid name, Html tags not allowed"
ACCOMMODATION_PLEASE_SELECT_PROPERTY_TYPE;"Please select accommodation type"
ACCOMMODATION_ENTER_SLOGAN;"Please enter slogan"
ACCOMMODATION_ENTER_VALID_SLOGAN;"Please enter valid slogan, Html tags not allowed"
ACCOMMODATION_ENTER_EMAIL;"Please enter email address"
ACCOMMODATION_ENTER_VALID_EMAIL;"Please enter valid email address"
ACCOMMODATION_ENTER_ADDRESS;"Please enter address"
ACCOMMODATION_ENTER_VALID_ADDRESS;"Please enter valid address, Html tags not allowed"
ACCOMMODATION_ENTER_STATE;"Please enter state"
ACCOMMODATION_ENTER_VALID_STATE;"Please enter valid state, Html tags not allowed"
ACCOMMODATION_ENTER_CITY;"Please enter city"
ACCOMMODATION_ENTER_VALID_CITY;"Please enter valid city, Html tags not allowed"
ACCOMMODATION_SELECT_COUNTRY;"Please select country"
ACCOMMODATION_ENTER_ZIP;"Please enter zip code"
ACCOMMODATION_ENTER_VALID_ZIP;"Please enter valid zip code"
ACCOMMODATION_ENTER_PHONE;"Please enter phone number"
ACCOMMODATION_ENTER_VALID_PHONE;"Please enter valid phone number. eg. +12075174085"
ACCOMMODATION_ENTER_VALID_FAX;"Please enter valid fax number. eg. +12075174085"
ACCOMMODATION_SELECT_USER_TO_ADD_REVIEW;"Please select user allow to add review"
ACCOMMODATION_INVALID_CONTENT;"Please enter valid content, script tag not allowed"
ACCOMMODATION_ENTER_PRICE;"Please enter room price"
ACCOMMODATION_ENTER_VALID_PRICE;"Please enter valid price"
ACCOMMODATION_SELECT_ROOM_TYPE;"Please select room type"
ACCOMMODATION_SELECT_BED_TYPE;"Please select bed type"
ACCOMMODATION_SELECT_ROOMS;"Please enter number of rooms"
ACCOMMODATION_SELECT_ROOM_BUFFET;"Please select room buffet"
ACCOMMODATION_SELECT_EXTRABED;"Please select extra bed availability"
ACCOMMODATION_VIDEO;"Video"
UPLOAD_IMAGE_EXTENSION_MP4_3GP_ETC;". Video extension should be mpg, MPG, mpeg, mp4, 3gp or mkv"
ACCOMMODATION_MAKE_THIS_HOT;"Make this Featured"
ACCOMMODATION_UNHOT;"Remove from Featured"
ACCOMMODATION_NO_OF_BEDS;"No. of Beds"
ACCOMMODATION_NO_OF_BATHROOMS;"No. of Bathrooms"
ACCOMMODATION_ADD_PROPERTY_DETAILS;"Add Accommodation Details"
ACCOMMODATION_UPDATE_PROPERTY_DETAILS;"Update Accommodation Details"
RULES;"Rules"
OWNER;"Owner"
ADD_OWNER;"Add Owner"
ADD_PROFILE;"Add Profile"
ACCOMMODATION_ENTER_OWNER_NAME;"Please enter owner name"
DESCRIBE_YOURSELF;"Describe about owner"
PROFILE_IMAGE;"Profile Image"
OWNER_PROFILE_UPDATED_MSG;"Owner profile  has been updated successfully"
OWNER_PROFILE_ADDED_MSG;"Owner profile  has been added successfully"
SURE_WANT_TO_DELETE_OWNER;"Are you sure you want to delete owner?"
OWNER_DELETED_MSG;"Owner(s) has been deleted successfully"
OWNER_NOT_DELETED_MSG;"Owner was not successfully deleted"
SELECT_HOTEL;"Select Hotel"
ACC_SELECT_HOTEL;"Please select hotel"
ACC_HOTEL;"Hotel"
NO_DISCOUNT_RULE_AVAIL;"No discount rule available."
SAVE_DISCOUNT_RULE;"Save Discount Rule"
ACC_DISCOUNT_RULE_SAVED_SUCCESSFULLY;"Discount rule has been saved successfully"
ACC_TOTAL_AMOUNT_BLANK;"Please enter total amount"
ACC_PLS_SELECT_DISCOUNTRULE;"Please select rule"
ACC_PLS_SELECT_DISCOUNTRATE;"Please select rate"
ACC_UPDATE_DISCOUNT_RULE;"Update Discount Rule"
PLEASE_ATLEAST_ONE_DISCOUNT_RULE;"Please select at least one discount rule"
DISCOUNT_RULE_SUCC_MSG;"Discount rule(s) successfully updated"
SURE_WANT_TO_DELETE_DISCOUNT_RULE;"Are you sure you want to <strong>delete</strong> selected discount rule(s)?"
DISCOUNT_RULE_DEL_SUCC_MSG;"Discount rule(s) successfully deleted"
SURE_WANT_TO_DELETE_ITEM;"Are you sure you want to <strong>delete</strong> selected item(s)?"
DISCOUNT_RULE_DESCRIPTION;"If total amount is __RULE__ __TOTAL_AMOUNT__ then discount amount will be __DISCOUNT_AMOUNT__ __RATE__"
NO_TAX_RULE_AVAIL;"You haven't added any tax rule."
TAX_RULE_DESCRIPTION;"If total amount is __RULE__ __TOTAL_AMOUNT__ then tax amount will be __DISCOUNT_AMOUNT__ __RATE__"
PLEASE_ATLEAST_ONE_TAX_RULE;"Please select at least one tax rule"
TAX_RULE_SUCC_MSG;"Tax has been updated successfully"
TAX_RULE_DEL_SUCC_MSG;"Tax has been deleted successfully"
ADD_NEW_MISC_TAX_RULE;"Add New Misc. Tax"
NO_MISC_TAX_RULE_AVAIL;"No misc. tax rule available."
ACC_ENTER_TAX_TYPE;"Please enter tax type"
MISC_TAX_RULE_DESCRIPTION;"__TAX_TYPE__ __DISCOUNT_AMOUNT__ __RATE__"
MISC_TAX_RULE_DEL_SUCC_MSG;"Misc. tax rule(s) successfully deleted"
MISC_TAX_RULE_SUCC_MSG;"Misc. Tax has been updated successfully"
ACC_TAX_RULE_SAVED_SUCCESSFULLY;"Tax has been added successfully"
ACC_MISC_TAX_RULE_SAVED_SUCCESSFULLY;"Misc. Tax has been added successfully"
OFFER_PERCENTAGE;"Offer Percentage"
ACCOMMODATION_SELECT_OWNER;"Select Owner"
ACCOMMODATION_SELECT_OWNER_ERROR;"Please select owner"
ACCOMMODATION_SELECT_OFFER_ERROR;"Please select offer"
ACCOMMODATION_SELECT_OFFER_PERCENT_ERROR;"Please select offer percent"
ACC_UPDATE_TAX_RULE;"Update Tax Rule"
ACC_UPDATE_MISC_TAX_RULE;"Update Misc. Tax Rule"
ADD_NEW_TAX_RULE;"Add New Tax"
REVIEW_SUCC_UPDATE_MSG;"Review(s) successfully updated"
REVIEW_DEL_SUCC_MSG;"Review(s) successfully deleted"
CMS_PAGE_SAVED_MSG;"CMS page has been saved successfully"
CUSTO_DELETE_MSG;"Customer(s) status successfully deleted"
YOU_CAN_EDIT_YOUR_ACCOMMODATION;"<strong>Note : </strong>You can manage entries from the accommodation console available under: <strong> My App >> Accommodation</strong>"
ACCOMMODATION_EXTRA_BED_PRICE_PER_MONTH;"Extra Bed Price / <small> night</small>"
ACCOMMODATION_ENTER_EXTRABED_PRICE;"Please enter extra bed price"
5_STAR_HOTEL;"Stay-In Hotel"
4_STAR_HOTEL;"County Vacation Home"
3_STAR_HOTEL;"Rest In Resort"
2_STAR_HOTEL;"Golf City Apartment"
1_STAR_HOTEL;"Omax Penthouse"
HOTEL_DUMMY_DESC;"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum."
MY_BOOKINGS;"My Bookings"
READ_ALL_REIVEWS;"Read All Reviews"
ROOM_FLAT;"Room/Flat"
HOSTED_BY;"Hosted by"
ROOMS;"Room(s)"
BOOK_DAYS;"Day(s)"
BUFFET;"Buffet"
PER_NIGHT;"per night"
CONTACT_OWNER;"Contact Owner"
INSTANT_BOOK;"Instant Book"
ACCOMMODATION_SELECT_HOURS;"Please select hours"
ACCOMMODATION_SELECT_MIN;"Please select minutes"
ACCOMMODATION_NO_OF_GUESTS_CHILD;"Maximum Children Allowed"
ACCOMMODATION_NO_OF_ROOMS_IN_PROPERTY;"No. of Rooms (in the Accommodation)"
ACCOMMODATION_NO_OF_ROOMS_AVAILABLE;"Rooms Availability"
ACCOMMODATION_SELECT_BATHROOMS;"Please enter number of bathrooms"
ACCOMMODATION_SELECT_GUEST_ADULT;"Please enter number of guests"
ACCOMMODATION_SELECT_GUEST_CHILD;"Please enter number of child"
PLEASE_CMSDATA_BEFORE_ADD_FORM;"Please enter Accommodation Details."
FILTER_BY_PROPERTY;"Filter by accommodation"
ACC_PLEASE_SELECT_PROPERTY;"Please select accommodation"
SURE_WANT_TO_DELETE_ROOM_TYPE;"All accommodation of this room type will be deleted. Are you sure you want to <strong>delete</strong> room type(s)?"
SURE_WANT_TO_DELETE_PROPERTY_TYPE;"All accommodation of this type will be deleted. Are you sure you want to <strong>delete</strong> accommodation type(s)?"
NO_ROOMS_AVAILABLE;"No rooms available"
ACCOMMODATION_DATE;"Accommodation Date"
SEARCH_BOOKING_ID;"Search Booking ID/Name"
APPID_NOT_EXIST;"App Id not exist"
COUPON_CODE_NOT_EXIST;"Coupon code not exist"
COUPON_CODE_EXPIRED;"Coupon code expired"
NO_RULE_APPLIED;"No rule applied"
INVALID_DATA;"Invalid data"
NO_BOOKING_LIST_FOUND;"No booking list found"
NOT_AUTHORIZE_TO_CANCEL_BOOKING;"You are not authorize to cancel this booking"
BOOKING_CANCELLED;"Your booking has been successfully cancelled"
TOTAL_ROOMS;"Total Rooms"
EXTRABED_AVAIL;"Extra Bed Charges"
BOOKING_DETAILS;"Booking Details"
OFFER;"Offer"
USER_INFORMATION;"User Information"
HOTEL_IMAGE;"Hotel Image"
HOTEL_NAME;"Hotel Name"
BOOKING_INFORMATION;"Booking Information"
BOOKING_STATUS;"Booking Status"
CHECK_OUT_DATE;"Check Out Date"
CHECK_IN_DATE;"Check in Date"
CHECK_IN_CHECK_OUT;"Check In / Check Out"
ACC_ARE_YOU_SURE_CANCEL_BOOKING;"Are you sure, you want to <strong>cancel</strong> booking?"
DEAL_OFFERS;"Deal & Offers"
ALREADY_ADDED_FAV_LIST;"Already added in your favourite list"
YOUR_HOTEL_ADDED_FAVOURITE_LIST;"Hotel added to your favourite list"
YOUR_HOTEL_DELETED_FROM_FAVOURITE_LIST;"Hotel deleted from your favourite list"
BOOK_NIGHTS;"Night(s)"
LEAD_GUEST;"Guest Name"
SELECT_ACCOMMODATION_TYPE_INFO;"To add or delete a Accommodation, go to Accommodation Manager Section in General Settings"
SELECT_ACCOMMODATION_OWNER_INFO;"Go to owners section in general settings to add or delete accommodation owner"
DISTANCE_SETTINGS;"Distance Settings"
DISTANCE_TYPE;"Distance Type"
DISTANCE_RANGE;"Distance Range"
DISTANCE_BASED_POST;"Distance Based Post"
DISTANCE_RANGE_NUMERIC;"Distance Range should be numeric"
DISTANCE_SETTINGS_SAVED;"Distance settings has been saved successfully"
DISTANCE_RANGE_EX;"eg. 10"
OTHER_SETTINGS;"Other Settings"
DISCOUNT_AND_TAX;"Discount & Tax"
AUTO_CONFIRM_BOOKINGS;"Auto Confirm Bookings"
NO_OF_ROOMS_AVAILABLE_FOR_BOOK;"No. of Rooms available for booking is less than No. of Rooms (in the Accommodation)"
INVAILD_OFFER_PERCENTAGE;"Invalid Offer Percentage"
SURE_WANT_TO_DELETE_BOOKING_ORDER;"Are you sure you want to <strong>delete</strong> Booking order?"
BOOKING_ORDER_DELETED_MSG;"Booking has been deleted successfully"
BOOKING_ORDER_NOT_DELETED_MSG;"Booking Order was not successfully deleted"
CONFERENCES_SEMINARS;"Conferences & Seminars"
MUSIC_CONCERTS;"Music Concerts"
TRAINING_WORKSHOPS;"Training Workshops"
COMEDY_SHOWS;"Comedy Shows"
CLASSIC;"Classic"
GOLD;"Gold"
PLATINUM;"Platinum"
PROPERTY_AMENITIES;"To add or delete Room Amenities, go to Room Manager	 Section in General Settings"
PROPERTY_FACILITIES;"To add or delete Accommodation Amenities, go to Accommodation Manager Section in General Settings" 
ROOM_TYPE_TOOLTIP;"Go to room manager section in general settings to add or delete room type"
ACCOMADTAION_DETAILS;"Accommodation Details"
LIST_ENTIRE_IN_SINGLE;"List Entire Property as a Single Accommodation"
ACCOMMODATION_BATHROOMS;"Bathroom(s)"
ACCOMMODATION_COMPLETED_BY_ADMIN_MANUALLY_SUCCESSFUL;"Booking payment successfully updated."
ACCOMMODATION_COMPLETED_BY_ADMIN_MANUALLY_NOT_UPDATE;"Booking payment not updated."
ACCOMMODATION_CONFIRM_ORDER;"Confirm Booking"
ACCOMMODATION_CANCEL_ORDER;"Cancel Booking"
ACC_ARE_YOU_SURE_CONFIRM_BOOKING;"Are you sure, you want to <strong>confirm</strong> booking?"
ACC_SEARCH;"Search Accommodation"
PLEASE_ACCOMMODATION_ADD;"Please add Accommodations"
ACCOMMODATION_SORT_REVIEW;"Sort Review"
ACCOMMODATION_DEFAULT_DESCRIPTION;"This is property owner profile. Here, you can provide a simple description of the individual who owns the property, or you can discuss about the hotel (i.e. foundation, services, achievements, etc.)"
ACCOMMODATION_ADD_PROPERTY_INFO;"Click on Add Accommodation, and provide relevant information to Add a New Accommodation"
ACCOMMODATION_ADD_ROOM_INFO;"Click on Add Room, and provide relevant information to add a new room in a property. Please note, you have the option to add multiple types of rooms for any property"
ACCOMMODATION_SETTING_INFO;"Go to General Settings to update payment methods and other settings"
ACCOMMODATION_EXTRA_BED_REQUIRED;"Extra bed(s)"
ACCOM_ADULTS;"Adult(s)"
ACCOM_CHILDS;"Child(s)"
ACCOMMODATION_PLEASE_ATLEAST_ONE_BOOKING;"Please select at least one booking"
ACCOMMODATION_SURE_WANT_TO_DELETE_BOOKING;"Are you sure, you want to <strong>delete</strong> selected booking(s)?"
ACCOMMODATION_DISPLAY_OWNER;"Display Owner's Profile"
ARE_YOU_SURE_DELETE_ACOMMODATION_DETAILS;"Are you sure you wish to delete Accommodation Details?"
ACOOM_CONFIRMATION_ADMIN_HEADING1;"New Booking received. See the Booking detail below:"
ACOOM_CONFIRMATION_ADMIN_HEADING2;"See the Cancel Booking detail below:"
GUEST_DETAILS;"Guest Details"
ROOM_TYPE_NOTE_ROOM;"Please note you have already added rooms for each Room Type"
SURE_WANT_TO_DELETE_COUPON;"Are you sure you want to <strong>delete</strong> this coupon?"
SURE_WANT_TO_UPDATE_STATUS_PROPERTY;"Are you sure you want to list this room as featured room?"
SURE_WANT_TO_UPDATE_STATUS_PROPERTY_ACCOMMODATION;"Are you sure you want to list this accommodation as featured accommodation?"
ROOM_TYPE_HAS_BEEN_ADDED;"Room type has been added successfully"
ROOM_TYPE_HAS_BEEN_UPDATED_SUCCESSFULLY;"Room type has been updated successfully"
ROOM_AMENITIES_HAS_BEEN_ADDED_SUCCESSFULLY;"Room amenities has been added successfully"
ROOM_AMENITIES_HAS_BEEN_UPDATED_SUCCESSFULLY;"Room amenities has been updated successfully"
ACCOMMODATION_TYPE_HAS_BEEN_ADDED_SUCCESSFULLY;"Accommodation type has been added successfully"
ACCOMMODATION_TYPE_HAS_BEEN_UPDATED_SUCCESSFULLY;"Accommodation type has been updated successfully"
ACCOMMODATION_AMENTIES_HAS_BEEN_ADDED_SUCCESSFULLY;"Accommodation amenities has been added successfully"
ACCOMMODATION_AMENTIES_HAS_BEEN_UPDATED_SUCCESSFULLY;"Accommodation amenities has been updated successfully"
LOCATION_VERIFICATION;"Location Verification"
ACCOMMODATION_NO_LIST_ADDED;"No list added"
ACCOMODATION_MANAGE;"Manage Accommodation"
AUTHORIZENET;"Authorize.Net"
PLESE_ENTER_VELOCITY_IDINTITY_TOKEN;"Please enter identity token"
PLESE_ENTER_VELOCITY_APPLICATION_PROFILE;"Please enter application profile"
PLESE_ENTER_VELOCITY_MERCHANT_PROFILE_ID;"Please enter merchant profile ID"
PLESE_ENTER_VELOCITY_WORKFLOW_ID;"Please enter workflow ID"
ENABLE_MAXIMUM_BOOKING_LIMIT;"Enable Maximum Booking Limit"
PLEASE_ENTER_ATLEAST_ONE_ROOM;"Please enter at least one room."
ERROR_LATITUDE;"Latitude not found!"
ERROR_LONGITUDE;"Longitude not found!"
ACCOM_SUIT;"Suite"
